[-19.87983590492512, 8.14705405738185, 375.05111313609376, -179.18712019060158, -3.787487818297101, -91.84212255138718]
[-19.851116362756464, 18.191576481329534, 374.8885477540475, -179.1958784031032, -3.7641068916628484, -91.83888274829789]
[-9.872427947414705, 18.08534851936247, 375.3215237676791, -179.21386181173628, -3.798705939025606, -91.86054169422464]
[-10.438354699710661, 18.21602305223373, 385.353988536122, -179.24865672469497, -3.816461803975675, -91.84976709282091]
[32.88697649064302, 22.086812885787232, 390.7269132730747, -178.68287384907114, 6.10505402559761, -91.66913025960739]
[2.969472080730756, 22.359093589716718, 394.37770565861507, -178.61922587036935, 6.193199189668285, -91.6724943219295]
[-62.68989395006525, 14.481067948429072, 375.9092923142601, -179.71496144356107, -13.115851830023452, -91.91723344303016]
[-23.585340876663697, 14.011955737326678, 384.49256359280093, -179.7356766862442, -13.335001479737143, -91.9053280202903]
[-15.911296164811475, -12.222625359588942, 360.4599170363484, 170.67872046950635, -3.3763547023835803, -91.21168657382583]
[4.168090271333136, -12.328761693949946, 361.3518359875446, 170.5796874282497, -3.4057622811470183, -91.18542769325443]
[3.18356564076458, -15.301324119846013, 381.43909940441506, 170.61970778702764, -3.43711766051396, -91.17450530137299]
[25.842798595031134, -11.53406662388573, 387.5652248510838, 171.11582171903905, 6.5197991362333285, -92.76178959437837]
[-4.044287386672063, -11.195081097925621, 391.717747197225, 171.2867759407026, 6.614006251131854, -92.76585918381168]
[-68.14688835111748, -18.624386333312593, 369.8476922048937, 170.03112547633262, -12.77630391571991, -89.52437514717417]
[-28.886350455164134, -18.9256033398638, 377.94350145921896, 169.93602763801007, -12.977137643258175, -89.45869615285164]
[-24.49134916916193, 31.862683789567303, 394.4349544055792, -169.06543453923518, -4.120066518025386, -92.55265140732142]
[-4.337135246584786, 31.490262238147576, 395.45649737494637, -169.00349986693712, -4.200705310896333, -92.54576182042092]
[-5.534007980942224, 35.61332336506873, 415.4847951552348, -169.01600188463334, -4.1786465134259885, -92.52738806342086]
[22.791398587440543, 39.80580157677438, 421.2317586518048, -168.43350169024018, 5.659680569507563, -90.59914402824522]
[-7.442370803066812, 40.442954441285444, 424.8868512124588, -168.47034853021185, 5.825230471154184, -90.62058952020455]
[-82.75951644811035, 31.935879295457394, 402.37580678572834, -169.34612702692164, -13.44053966880663, -94.38842329499879]
[-43.4764192939337, 31.086336223060076, 410.98561327702885, -169.34172093499186, -13.629613722662976, -94.38280570160583]
